age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,poutcome,deposit
52,housemaid,married,primary,no,377,no,no,cellular,aug,138,1,0,unknown,no
51,blue-collar,married,primary,no,-45,yes,no,cellular,may,66,2,3,failure,no
30,technician,single,tertiary,no,715,yes,no,cellular,feb,807,3,0,unknown,yes
36,management,single,tertiary,no,700,no,no,cellular,jun,318,1,5,success,yes
79,retired,married,primary,no,8622,no,no,telephone,apr,176,2,0,unknown,yes
23,technician,single,secondary,no,601,no,no,unknown,jun,252,1,0,unknown,yes
58,technician,married,secondary,no,209,no,no,telephone,sep,424,2,0,unknown,yes
31,management,married,tertiary,no,3806,no,yes,cellular,jan,273,1,0,unknown,no
30,management,married,tertiary,no,531,yes,no,cellular,nov,102,5,0,unknown,no
32,admin.,single,secondary,no,-117,yes,no,cellular,nov,2011,1,0,unknown,yes
43,blue-collar,married,primary,no,2981,no,no,cellular,aug,405,2,1,other,yes
59,admin.,married,primary,no,798,yes,no,cellular,jan,118,5,7,failure,no
32,management,single,tertiary,no,373,no,yes,cellular,jul,551,5,0,unknown,yes
26,management,single,tertiary,no,-82,yes,yes,cellular,apr,1051,1,0,unknown,yes
26,blue-collar,single,secondary,yes,-147,no,no,unknown,jun,523,2,0,unknown,yes
27,student,single,secondary,no,-53,no,no,cellular,jul,460,2,0,unknown,yes
25,technician,single,tertiary,no,1144,no,no,cellular,aug,249,2,0,unknown,yes
40,self-employed,married,secondary,no,57,yes,no,cellular,may,634,1,0,unknown,yes
33,management,single,tertiary,no,321,no,yes,cellular,feb,676,4,1,failure,no
33,blue-collar,married,primary,no,1107,yes,no,unknown,may,204,4,0,unknown,no
52,housemaid,married,primary,no,129,no,no,unknown,may,82,5,0,unknown,no
55,management,married,tertiary,no,548,no,no,cellular,aug,914,10,0,unknown,yes
26,student,single,tertiary,no,222,no,no,cellular,jul,438,1,4,success,yes
34,management,married,tertiary,no,6622,yes,no,cellular,jan,183,1,1,other,yes
36,entrepreneur,married,tertiary,no,3263,no,no,unknown,jun,2756,4,0,unknown,yes
25,student,single,unknown,no,84,no,no,telephone,apr,277,1,0,unknown,no
28,unemployed,single,primary,no,325,no,no,cellular,may,208,1,3,failure,yes
73,retired,married,primary,no,864,no,no,cellular,apr,876,1,3,success,yes
31,technician,single,tertiary,no,1107,yes,no,cellular,feb,200,2,0,unknown,yes
44,blue-collar,married,secondary,no,613,yes,yes,cellular,nov,1298,2,2,other,yes
27,student,single,tertiary,no,849,no,no,cellular,apr,563,2,0,unknown,yes
36,admin.,married,secondary,no,1154,yes,no,cellular,feb,16,1,0,unknown,no
34,admin.,married,secondary,no,-309,no,no,cellular,jan,121,3,0,unknown,no
32,management,married,tertiary,no,241,no,no,cellular,feb,84,1,0,unknown,no
42,blue-collar,married,primary,no,213,yes,no,telephone,jul,190,2,0,unknown,no
60,technician,divorced,secondary,no,-459,no,no,cellular,aug,170,2,0,unknown,no
34,blue-collar,married,secondary,no,-69,yes,yes,cellular,may,1338,7,1,failure,yes
47,blue-collar,married,primary,no,4012,no,no,unknown,jun,99,3,0,unknown,no
44,blue-collar,married,primary,no,610,yes,no,cellular,may,79,1,2,failure,no
29,management,single,tertiary,no,1649,no,no,cellular,sep,182,1,0,unknown,no
35,technician,married,tertiary,no,377,yes,yes,cellular,jul,33,3,0,unknown,no
39,self-employed,married,tertiary,no,1281,no,no,cellular,feb,77,1,0,unknown,no
60,retired,married,secondary,no,2241,no,no,cellular,feb,195,1,1,success,yes
39,housemaid,divorced,secondary,no,82,no,no,cellular,jun,344,2,8,success,no
39,management,married,tertiary,no,2393,yes,yes,cellular,may,242,1,0,unknown,no
29,unemployed,single,tertiary,no,96,yes,no,cellular,may,146,1,0,unknown,no
34,blue-collar,married,secondary,yes,-540,yes,yes,cellular,jul,148,2,0,unknown,no
38,entrepreneur,married,unknown,no,317,no,no,cellular,nov,59,1,0,unknown,no
38,blue-collar,married,secondary,no,116,yes,yes,cellular,may,617,1,0,unknown,yes
26,admin.,single,secondary,no,18035,yes,no,unknown,jun,539,17,0,unknown,yes
54,blue-collar,married,primary,no,5583,no,no,cellular,aug,2370,6,0,unknown,yes
34,self-employed,single,tertiary,no,411,no,no,cellular,aug,548,1,0,unknown,yes
48,technician,single,secondary,no,-157,yes,no,cellular,feb,1397,1,0,unknown,yes
39,management,single,tertiary,no,209,yes,no,cellular,feb,248,3,0,unknown,yes
32,management,divorced,tertiary,no,869,yes,no,cellular,aug,76,2,0,unknown,no
40,services,divorced,secondary,no,907,yes,no,cellular,jul,885,1,0,unknown,yes
81,retired,married,primary,no,392,no,no,telephone,may,223,1,3,success,yes
32,technician,married,secondary,no,603,yes,no,cellular,may,114,2,0,unknown,no
34,admin.,married,secondary,no,2374,yes,yes,telephone,jul,113,1,0,unknown,no
54,retired,married,primary,no,304,no,no,cellular,aug,977,2,0,unknown,yes
56,admin.,married,secondary,no,431,yes,no,cellular,jul,292,1,0,unknown,no
39,services,married,secondary,no,2259,yes,no,unknown,jun,43,1,2,success,no
40,services,single,secondary,no,479,yes,no,cellular,may,327,1,0,unknown,no
28,services,single,secondary,no,289,yes,no,cellular,jul,795,2,0,unknown,yes
39,blue-collar,married,secondary,no,281,yes,no,unknown,may,259,1,0,unknown,no
42,blue-collar,married,secondary,no,637,yes,no,unknown,may,391,2,0,unknown,no
46,services,married,secondary,no,394,no,yes,cellular,aug,1012,2,0,unknown,yes
32,technician,single,secondary,no,-90,no,no,cellular,aug,170,2,0,unknown,no
29,management,single,unknown,no,735,no,no,cellular,feb,175,1,0,unknown,no
45,services,divorced,secondary,no,32,yes,yes,unknown,may,3101,2,0,unknown,yes
37,technician,married,tertiary,no,424,no,no,cellular,jun,216,1,1,failure,no
28,self-employed,married,tertiary,no,-27,yes,no,cellular,feb,533,3,4,failure,yes
58,retired,married,primary,no,4969,no,no,unknown,jun,195,6,0,unknown,no
45,services,married,primary,no,8011,no,no,unknown,jun,134,2,0,unknown,no
47,unemployed,single,tertiary,no,2703,no,no,cellular,jan,266,1,0,unknown,no
31,technician,single,secondary,no,524,yes,no,cellular,apr,945,1,0,unknown,no
29,blue-collar,married,primary,no,2,yes,no,cellular,may,40,11,0,unknown,no
51,admin.,divorced,secondary,no,466,no,yes,cellular,jul,158,1,0,unknown,no
46,management,single,secondary,no,219,yes,no,unknown,may,232,1,0,unknown,no
29,management,single,tertiary,no,3012,yes,no,cellular,nov,341,1,0,unknown,no
45,blue-collar,married,primary,no,-13,yes,no,unknown,may,261,2,0,unknown,no
49,blue-collar,married,secondary,no,2052,no,no,cellular,jul,492,1,0,unknown,yes
30,admin.,single,secondary,no,3478,no,no,cellular,oct,127,1,0,unknown,yes
30,entrepreneur,single,secondary,no,148,yes,yes,unknown,jun,73,10,0,unknown,no
53,self-employed,divorced,secondary,no,407,no,yes,cellular,aug,83,4,0,unknown,no
59,admin.,divorced,secondary,no,4416,no,no,cellular,feb,178,1,0,unknown,no
42,admin.,single,secondary,no,23,no,no,telephone,nov,198,1,0,unknown,no
29,technician,single,secondary,no,491,yes,no,unknown,may,366,1,0,unknown,no
31,technician,single,tertiary,no,1157,no,no,cellular,jun,94,1,0,unknown,no
36,management,single,tertiary,no,-16,no,yes,cellular,nov,303,1,4,failure,no
36,management,single,tertiary,no,1196,no,no,cellular,may,174,1,1,failure,yes
34,management,married,tertiary,no,2475,yes,yes,cellular,jun,262,2,2,failure,yes
39,blue-collar,married,secondary,no,941,yes,yes,cellular,may,174,1,0,unknown,no
37,management,married,tertiary,no,3393,no,no,cellular,nov,276,1,0,unknown,yes
35,blue-collar,married,secondary,no,309,yes,yes,unknown,may,517,1,0,unknown,yes
30,student,single,tertiary,no,7360,no,no,cellular,oct,298,1,0,unknown,yes
29,admin.,single,secondary,no,427,yes,no,cellular,may,545,1,0,unknown,yes
32,technician,single,tertiary,no,667,no,no,cellular,aug,56,27,0,unknown,no
44,blue-collar,divorced,secondary,no,535,yes,no,unknown,may,206,2,0,unknown,no
68,retired,divorced,primary,no,2129,no,no,cellular,sep,392,2,4,success,yes
34,blue-collar,single,secondary,no,468,yes,no,cellular,apr,88,3,1,failure,no
68,retired,divorced,secondary,no,4150,no,no,telephone,jul,923,2,0,unknown,yes
43,technician,divorced,secondary,no,1900,no,no,cellular,may,276,2,1,other,yes
35,management,married,tertiary,no,220,no,no,cellular,nov,193,1,0,unknown,no
35,self-employed,married,secondary,no,277,yes,yes,unknown,jun,1870,2,0,unknown,yes
31,management,married,tertiary,no,1411,no,no,cellular,apr,309,1,3,success,yes
55,unknown,married,secondary,no,2255,no,no,cellular,aug,244,1,5,success,yes
31,technician,single,secondary,no,-143,no,no,cellular,aug,34,14,0,unknown,no
25,management,single,tertiary,no,73,yes,no,unknown,jun,304,1,0,unknown,no
32,management,single,secondary,no,1387,yes,no,cellular,may,10,2,0,unknown,no
38,unemployed,divorced,secondary,no,140,yes,yes,cellular,jul,84,2,0,unknown,no
50,technician,single,secondary,no,1257,no,no,cellular,aug,922,1,0,unknown,yes
36,blue-collar,married,secondary,no,945,no,no,cellular,apr,218,3,0,unknown,no
51,blue-collar,married,secondary,no,-69,yes,no,unknown,jun,42,4,0,unknown,no
39,admin.,married,secondary,no,436,no,no,cellular,nov,176,1,0,unknown,no
47,blue-collar,married,secondary,no,391,no,yes,cellular,aug,593,6,0,unknown,yes
51,blue-collar,married,primary,no,169,yes,no,cellular,may,594,2,0,unknown,yes
50,management,married,tertiary,no,218,no,no,cellular,may,487,9,0,unknown,yes
26,admin.,single,secondary,no,-124,no,no,cellular,may,606,1,1,failure,no
38,housemaid,married,secondary,no,1038,no,no,cellular,jan,26,6,3,other,no
51,entrepreneur,married,secondary,no,-237,no,no,unknown,may,514,3,0,unknown,no
30,blue-collar,married,secondary,no,887,yes,no,cellular,sep,249,1,0,unknown,no
23,blue-collar,single,secondary,no,-38,yes,no,cellular,may,2,5,2,failure,no
46,blue-collar,married,primary,no,2992,yes,no,cellular,apr,770,2,1,failure,yes
34,services,married,secondary,no,1689,yes,no,cellular,nov,104,4,0,unknown,no
51,blue-collar,married,primary,no,1919,yes,yes,cellular,feb,425,4,0,unknown,no
36,technician,married,secondary,no,5379,yes,no,cellular,apr,383,3,7,failure,no
41,technician,divorced,secondary,no,318,no,no,cellular,aug,131,4,0,unknown,no
41,blue-collar,married,secondary,no,158,yes,no,unknown,may,490,1,0,unknown,no
32,technician,married,secondary,no,696,no,no,cellular,oct,211,2,1,failure,yes
35,technician,married,secondary,no,2951,no,no,cellular,apr,181,2,2,success,yes
29,technician,married,secondary,no,2456,no,no,cellular,mar,204,1,0,unknown,yes
31,management,married,tertiary,no,362,yes,no,unknown,may,149,1,0,unknown,no
26,management,single,tertiary,yes,-777,yes,no,unknown,jun,537,2,0,unknown,yes
20,technician,single,unknown,no,482,no,no,cellular,may,152,2,0,unknown,yes
70,retired,married,secondary,no,-9,no,no,cellular,jul,692,1,4,success,yes
45,unemployed,single,secondary,no,-24,no,no,cellular,feb,438,1,0,unknown,no
31,blue-collar,divorced,primary,no,271,yes,no,unknown,may,147,1,0,unknown,no
49,technician,single,tertiary,no,2507,no,no,unknown,jun,62,1,0,unknown,no
34,unemployed,single,secondary,no,197,yes,no,telephone,nov,197,1,0,unknown,yes
30,blue-collar,married,secondary,no,69,yes,yes,cellular,may,153,4,2,failure,no
31,management,single,tertiary,no,2736,yes,no,cellular,may,807,3,0,unknown,yes
30,services,single,secondary,no,1699,yes,no,cellular,jul,147,2,0,unknown,no
39,management,married,tertiary,no,768,no,no,cellular,sep,190,1,5,success,yes
51,entrepreneur,married,primary,no,232,yes,yes,unknown,may,167,4,0,unknown,no
44,management,married,tertiary,no,7856,no,no,cellular,may,416,1,0,unknown,yes
33,technician,single,secondary,no,4982,yes,yes,cellular,nov,115,2,0,unknown,no
34,management,single,tertiary,no,-12,no,no,cellular,jul,461,2,0,unknown,no
38,blue-collar,single,secondary,no,13096,yes,no,cellular,apr,283,4,1,failure,no
37,admin.,single,tertiary,no,944,no,no,cellular,feb,243,1,5,failure,yes
32,technician,married,secondary,no,350,yes,no,cellular,may,263,3,0,unknown,no
26,student,single,tertiary,no,442,no,no,cellular,jul,424,1,4,success,yes
27,management,single,tertiary,no,566,no,no,cellular,mar,314,1,0,unknown,yes
36,management,married,tertiary,no,1366,no,no,unknown,jun,2027,1,0,unknown,yes
28,management,married,tertiary,no,10,yes,no,cellular,jul,289,2,0,unknown,no
51,unemployed,married,secondary,no,1226,no,no,cellular,sep,244,3,3,success,yes
46,technician,married,secondary,no,981,no,yes,cellular,nov,891,1,2,other,yes
35,services,married,secondary,no,-185,yes,no,cellular,jul,295,2,0,unknown,no
42,services,married,secondary,no,787,no,no,cellular,jan,1024,1,0,unknown,yes
31,blue-collar,divorced,secondary,no,-74,yes,yes,cellular,jul,881,4,0,unknown,yes
57,retired,married,primary,no,1389,no,no,telephone,feb,295,3,0,unknown,no
27,blue-collar,married,secondary,no,235,yes,no,unknown,may,142,2,0,unknown,no
42,admin.,single,secondary,no,1339,yes,yes,telephone,nov,105,1,0,unknown,no
35,technician,single,tertiary,no,704,no,no,cellular,oct,290,2,0,unknown,yes
62,management,married,tertiary,no,259,no,no,cellular,sep,302,1,0,unknown,yes
35,admin.,married,secondary,no,-207,yes,no,unknown,jun,1373,7,0,unknown,yes
32,blue-collar,married,secondary,no,64,yes,yes,cellular,jul,65,12,0,unknown,no
40,management,married,tertiary,no,244,yes,no,unknown,may,150,1,0,unknown,no
48,unemployed,married,secondary,no,646,no,no,cellular,feb,364,4,6,success,yes
60,management,married,tertiary,no,3432,no,no,cellular,aug,654,2,0,unknown,no
36,management,married,tertiary,no,734,no,no,cellular,apr,158,2,0,unknown,yes
33,services,single,tertiary,no,773,no,no,unknown,may,71,1,0,unknown,no
37,management,married,tertiary,no,288,yes,no,unknown,may,526,4,0,unknown,yes
34,management,single,tertiary,no,1782,yes,no,cellular,nov,563,1,1,other,yes
58,technician,married,secondary,no,4162,yes,no,unknown,may,344,3,0,unknown,no
28,unemployed,married,tertiary,no,554,no,no,cellular,may,135,1,0,unknown,yes
37,self-employed,married,secondary,yes,-31,yes,no,cellular,jul,166,1,0,unknown,no
32,self-employed,married,secondary,no,556,yes,no,cellular,oct,840,1,6,failure,no
49,management,divorced,tertiary,no,-159,no,no,cellular,aug,262,2,0,unknown,no
37,blue-collar,married,secondary,no,294,yes,no,cellular,apr,278,2,0,unknown,no
31,services,married,secondary,no,599,yes,yes,cellular,jul,218,1,0,unknown,no
42,technician,married,tertiary,no,1124,no,no,unknown,jun,304,3,0,unknown,no
57,housemaid,married,tertiary,no,650,no,no,unknown,jun,130,5,0,unknown,no
31,services,married,secondary,no,4017,yes,no,cellular,nov,573,1,0,unknown,yes
33,management,married,tertiary,no,622,yes,no,unknown,jun,1058,5,0,unknown,yes
31,blue-collar,single,secondary,no,695,yes,no,cellular,apr,442,1,2,other,no
61,retired,married,secondary,no,-138,no,no,cellular,sep,259,1,3,success,yes
62,management,single,tertiary,no,119,no,no,cellular,aug,125,1,3,failure,yes
59,retired,divorced,unknown,no,-240,yes,no,unknown,may,251,2,0,unknown,no
39,blue-collar,married,secondary,no,784,yes,yes,cellular,may,179,1,0,unknown,no
74,retired,married,secondary,no,3668,no,no,telephone,apr,184,1,2,success,yes
29,blue-collar,married,secondary,no,-377,yes,no,cellular,may,425,4,0,unknown,no
41,blue-collar,married,primary,no,1069,yes,no,cellular,nov,1042,1,0,unknown,yes
44,admin.,single,secondary,no,1424,no,no,cellular,nov,127,1,3,success,yes
30,unemployed,single,secondary,no,2093,no,no,cellular,nov,94,1,1,failure,yes
52,blue-collar,married,secondary,no,191,no,no,unknown,jun,314,15,0,unknown,no
34,admin.,single,secondary,no,1994,yes,no,unknown,may,316,1,0,unknown,no
39,management,married,tertiary,no,4671,no,no,cellular,jul,249,3,1,failure,yes
58,technician,married,secondary,no,1506,yes,no,cellular,aug,100,3,0,unknown,no
50,technician,married,secondary,no,557,no,no,unknown,jun,184,2,0,unknown,no
48,blue-collar,married,primary,no,220,no,no,cellular,aug,76,3,0,unknown,no
38,management,divorced,tertiary,no,-249,yes,no,cellular,may,683,2,0,unknown,yes
86,retired,married,primary,no,1313,no,no,cellular,jan,217,3,0,unknown,yes
34,management,married,secondary,no,346,no,no,cellular,aug,856,3,4,failure,yes
22,admin.,single,secondary,no,249,no,no,cellular,oct,241,1,0,unknown,yes
35,unemployed,married,secondary,no,960,no,no,cellular,mar,131,1,0,unknown,yes
47,blue-collar,married,primary,no,2306,no,no,cellular,aug,93,12,0,unknown,no
44,services,divorced,secondary,no,-278,yes,yes,unknown,jun,56,1,0,unknown,no
34,blue-collar,married,secondary,no,1145,yes,no,unknown,may,94,7,0,unknown,no
60,housemaid,divorced,secondary,no,390,yes,no,unknown,jun,241,1,0,unknown,no
31,technician,married,secondary,no,264,yes,yes,cellular,aug,304,4,0,unknown,no
57,self-employed,married,secondary,no,37,yes,no,telephone,feb,698,3,9,failure,no
78,retired,married,unknown,no,4679,no,no,telephone,feb,908,2,4,success,yes
39,management,married,secondary,no,524,yes,yes,cellular,jul,197,1,0,unknown,no
58,retired,married,secondary,no,519,yes,no,unknown,jun,397,3,0,unknown,no
25,technician,married,secondary,no,-240,yes,no,unknown,jun,113,1,0,unknown,no
26,blue-collar,single,secondary,no,1089,yes,no,unknown,may,178,10,0,unknown,no
51,blue-collar,married,primary,no,2107,no,no,unknown,jun,24,3,0,unknown,no
38,admin.,single,secondary,no,2663,yes,no,cellular,nov,46,1,0,unknown,no
38,self-employed,married,tertiary,no,2328,yes,no,cellular,apr,76,2,2,failure,no
72,retired,married,primary,no,473,no,no,cellular,oct,328,1,5,failure,yes
47,blue-collar,married,secondary,no,845,yes,no,cellular,may,230,6,2,success,no
41,management,married,tertiary,no,-53,yes,no,unknown,may,522,2,0,unknown,no
33,management,married,tertiary,no,937,no,no,cellular,nov,284,1,0,unknown,no
32,blue-collar,married,primary,no,415,yes,no,unknown,may,199,2,0,unknown,no
55,management,divorced,tertiary,no,1678,no,no,cellular,nov,210,2,1,failure,yes
37,technician,single,secondary,no,146,yes,no,cellular,jan,254,2,0,unknown,no
30,management,single,tertiary,no,141,no,yes,cellular,jul,121,7,0,unknown,no
37,management,married,tertiary,no,122,no,no,cellular,aug,41,2,0,unknown,no
44,admin.,married,secondary,no,351,no,no,cellular,aug,79,4,0,unknown,no
39,blue-collar,divorced,secondary,no,191,yes,no,unknown,may,92,2,0,unknown,no
35,admin.,married,secondary,no,1619,yes,no,cellular,may,153,1,0,unknown,yes
29,services,single,tertiary,no,1493,no,no,cellular,oct,354,1,0,unknown,yes
53,management,married,tertiary,no,411,yes,no,unknown,may,64,2,0,unknown,no
49,blue-collar,married,secondary,no,332,yes,no,cellular,feb,399,3,0,unknown,no
37,management,divorced,tertiary,no,2064,no,no,cellular,jul,509,5,0,unknown,yes
49,services,married,secondary,no,662,no,no,cellular,aug,768,4,0,unknown,yes
48,technician,married,secondary,no,650,yes,no,cellular,aug,217,4,0,unknown,no
43,blue-collar,single,primary,no,-29,no,no,cellular,jul,1225,1,0,unknown,yes
